text,term_true,cat_true,pol_true,analysis
"it ' s super fast , boots up in seconds .",['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': ""it ' s super fast"", 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'boots up in seconds', 'sentiment': 'positive'}]"
i am very impressed with this system .,['OS'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'i am very impressed with this system', 'sentiment': 'positive'}]"
mastercam itself runs pretty good .,['MULTIMEDIA_DEVICES'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Software', 'segment': 'mastercam itself runs pretty good', 'sentiment': 'positive'}]"
as usual amazon was great about returning it .,['SUPPORT'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Shipping', 'segment': 'amazon was great about returning it', 'sentiment': 'positive'}]"
"screen is decent , not great , it is matte finished .","['DISPLAY', 'DISPLAY']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'screen is decent', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'not great', 'sentiment': 'negative'}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'it is matte finished', 'sentiment': 'positive'}]"
i like the back lit keyboard .,['KEYBOARD'],['DESIGN_FEATURES'],['2'],"[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'i like the back lit keyboard', 'sentiment': 'positive'}]"
it ' s a lot of good for a comparatively cheap price .,"['LAPTOP', 'LAPTOP']","['PRICE', 'PRICE']","['2', '2']","[{'category': 'Price', 'aspect': 'Laptop', 'segment': ""it ' s a lot of good for a comparatively cheap price"", 'sentiment': 'positive'}]"
the screen is perfectly adequate .,['DISPLAY'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'the screen is perfectly adequate', 'sentiment': 'positive'}]"
this thing boots up super quick and it sleek and beautiful .,"['LAPTOP', 'LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Startup', 'segment': 'this thing boots up super quick', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'it sleek and beautiful', 'sentiment': 'positive'}]"
google and partners have done great with chromebooks and have plenty of features to accommodate .,['COMPANY'],['GENERAL'],['2'],"[{'category': 'Usability', 'aspect': 'OS', 'segment': 'google and partners have done great with chromebooks', 'sentiment': 'positive'}, {'category': 'Usability', 'aspect': 'OS', 'segment': 'have plenty of features to accommodate', 'sentiment': 'positive'}]"
"i would highly recommend this to anyone , but especially to someone wanting something that is affordable , easy to use and just a bit more than a tablet .","['LAPTOP', 'LAPTOP']","['PRICE', 'USABILITY']","['2', '2']","[{'category': 'Recommendation', 'aspect': 'Laptop', 'segment': 'i would highly recommend this to anyone', 'sentiment': 'positive'}, {'category': 'Recommendation', 'aspect': 'Laptop', 'segment': 'especially to someone wanting something that is affordable , easy to use and just a bit more than a tablet', 'sentiment': 'positive'}]"
i ' m getting very used to the multiple finger shortcuts on the touch pad when navigating chrome .,['KEYBOARD'],['USABILITY'],['2'],"[{'category': 'Usability', 'aspect': 'Touchpad', 'segment': ""i ' m getting very used to the multiple finger shortcuts on the touch pad when navigating chrome"", 'sentiment': 'positive'}]"
this thing is still fantastic for what it is .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'this thing is still fantastic', 'sentiment': 'positive'}]"
i chose to purchase a samsung chromebook this time just to try out a different company and because it was inexpensive ( i paid $ 189 .,['LAPTOP'],['PRICE'],['2'],"[{'category': 'Price', 'aspect': 'Laptop', 'segment': 'inexpensive', 'sentiment': 'positive'}, {'category': 'Price', 'aspect': 'Laptop', 'segment': '$ 189 . 00', 'sentiment': 'positive'}]"
i couldn ' t be happier with this product !,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': ""i couldn ' t be happier with this product"", 'sentiment': 'positive'}]"
the screen hinge is super strong and it ' s hard to imagine it breaking unless you dropped it .,['DISPLAY'],['QUALITY'],['2'],"[{'category': 'Design_Features', 'aspect': 'Hinge', 'segment': 'the screen hinge is super strong', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Hinge', 'segment': ""it ' s hard to imagine it breaking unless you dropped it"", 'sentiment': 'positive'}]"
"the size is perfect , it ' s easy to toss it in my satchel or backpack along with my textbook and notebooks and have plenty of room .","['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'PORTABILITY']","['2', '2']","[{'category': 'Portability', 'aspect': 'Size', 'segment': 'the size is perfect', 'sentiment': 'positive'}, {'category': 'Portability', 'aspect': 'Size', 'segment': ""it ' s easy to toss it in my satchel or backpack along with my textbook and notebooks"", 'sentiment': 'positive'}]"
"works great right out of the box , as advertised .",['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'works great right out of the box', 'sentiment': 'positive'}]"
the battery life on this seems good .,['BATTERY'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'the battery life on this seems good', 'sentiment': 'positive'}]"
this chromebook instantly connects to the internet .,['LAPTOP'],['CONNECTIVITY'],['2'],"[{'category': 'Connectivity', 'aspect': 'WiFi', 'segment': 'this chromebook instantly connects to the internet', 'sentiment': 'positive'}]"
"going to a grocery store or fitness center , the android tablets took so long to connect that i finished my shopping before they came online .",['LAPTOP'],['CONNECTIVITY'],['0'],"[{'category': 'Connectivity', 'aspect': 'WiFi', 'segment': 'going to a grocery store or fitness center , the android tablets took so long to connect', 'sentiment': 'negative'}]"
everything is perfect .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'everything is perfect', 'sentiment': 'positive'}]"
"powers up immediately , great battery life , great keyboard , amazing features .","['LAPTOP', 'BATTERY', 'KEYBOARD', 'LAPTOP']","['OPERATION_PERFORMANCE', 'GENERAL', 'GENERAL', 'DESIGN_FEATURES']","['2', '2', '2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'great battery life', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Keyboard', 'segment': 'great keyboard', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'amazing features', 'sentiment': 'positive'}]"
was considering an apple product but i ' m much happier with this !,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': ""i ' m much happier with this"", 'sentiment': 'positive'}]"
this is my third samsung chromebook and i will continue to use this brand .,"['LAPTOP', 'COMPANY']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'General', 'aspect': 'Company', 'segment': 'samsung chromebook', 'sentiment': 'positive'}, {'category': 'General', 'aspect': 'Company', 'segment': 'i will continue to use this brand', 'sentiment': 'positive'}]"
"does not act like a tablet , but it can have almost 10 tabs open before affecting performance , including video streaming .",['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'does not act like a tablet', 'sentiment': 'negative'}, {'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'it can have almost 10 tabs open before affecting performance', 'sentiment': 'positive'}]"
this was purchased for my son to download his high school textbooks for use .,['LAPTOP'],['USABILITY'],['1'],"[{'category': 'Usability', 'aspect': 'Downloading', 'segment': 'to download his high school textbooks for use', 'sentiment': 'positive'}]"
great price for a good book used for college students who carry all day,"['LAPTOP', 'LAPTOP']","['GENERAL', 'PRICE']","['2', '2']","[{'category': 'Price', 'aspect': 'Laptop', 'segment': 'great price for a good book', 'sentiment': 'positive'}]"
i bought this refurbished and haven ' t experienced any issues .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'i bought this refurbished', 'sentiment': 'positive'}, {'category': 'General', 'aspect': 'Laptop', 'segment': ""haven ' t experienced any issues"", 'sentiment': 'positive'}]"
this laptop is very straight forward .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Usability', 'aspect': 'Laptop', 'segment': 'this laptop is very straight forward', 'sentiment': 'positive'}]"
"otherwise , it ' s great .",['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': ""otherwise , it ' s great"", 'sentiment': 'positive'}]"
"also , secure os .",['OS'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Security', 'aspect': 'OS', 'segment': 'secure os', 'sentiment': 'positive'}]"
the product itself is awesome .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Product', 'segment': 'the product itself is awesome', 'sentiment': 'positive'}]"
great little laptop and tablet !,"['LAPTOP', 'LAPTOP']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'General', 'aspect': 'Laptop', 'segment': 'great little laptop', 'sentiment': 'positive'}, {'category': 'General', 'aspect': 'Tablet', 'segment': 'great little tablet', 'sentiment': 'positive'}]"
the chormebook works as described by seller .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'General', 'aspect': 'Chromebook', 'segment': 'the chormebook works as described by seller', 'sentiment': 'positive'}]"
i like the size and features .,['LAPTOP'],['DESIGN_FEATURES'],['2'],"[{'category': 'Design_Features', 'aspect': 'Size', 'segment': 'i like the size', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Features', 'segment': 'i like the features', 'sentiment': 'positive'}]"
"however , still 5 stars as you get what you pay for : a cheap , decently rugged , light weight notebook to kick around and tinker with .","['LAPTOP', 'LAPTOP', 'LAPTOP']","['PRICE', 'DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2', '2']","[{'category': 'Value', 'aspect': 'Laptop', 'segment': 'cheap', 'sentiment': 'positive'}, {'category': 'Value', 'aspect': 'Laptop', 'segment': 'decently rugged', 'sentiment': 'positive'}, {'category': 'Value', 'aspect': 'Laptop', 'segment': 'light weight notebook', 'sentiment': 'positive'}]"
love the keyboard .,['KEYBOARD'],['GENERAL'],['2'],"[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'love the keyboard', 'sentiment': 'positive'}]"
i am still getting use to the chromebook but i love it lightweight easy to bring with me as it doesnt take up much room !,"['LAPTOP', 'LAPTOP', 'LAPTOP']","['GENERAL', 'DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2', '2']","[{'category': 'Usability', 'aspect': 'Chromebook', 'segment': 'i am still getting use to the chromebook', 'sentiment': 'neutral'}, {'category': 'Portability', 'aspect': 'Chromebook', 'segment': 'lightweight easy to bring with me', 'sentiment': 'positive'}, {'category': 'Portability', 'aspect': 'Chromebook', 'segment': 'doesnt take up much room', 'sentiment': 'positive'}]"
i am so glad i purchased this and would definitely purchase again .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'i purchased this', 'sentiment': 'positive'}, {'category': 'General', 'aspect': 'Laptop', 'segment': 'i would definitely purchase again', 'sentiment': 'positive'}]"
since it is the same platform used at school the navigation was easy to get used too .,['SOFTWARE'],['USABILITY'],['2'],"[{'category': 'Usability', 'aspect': 'OS', 'segment': 'since it is the same platform used at school', 'sentiment': 'positive'}, {'category': 'Usability', 'aspect': 'OS', 'segment': 'the navigation was easy to get used too', 'sentiment': 'positive'}]"
great for going on the internet .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Usability', 'aspect': 'Internet', 'segment': 'great for going on the internet', 'sentiment': 'positive'}]"
it works well for her .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'it works well for her', 'sentiment': 'positive'}]"
we ran world of tank blitz ( using a game controller ) and roblocks on the low rez settings and experienced great appearance and ability to play .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Graphics', 'segment': 'we ran world of tank blitz ( using a game controller ) and roblocks on the low rez settings and experienced great appearance and ability to play', 'sentiment': 'positive'}]"
another little thing is the speaker isn ' t loud .,['MULTIMEDIA_DEVICES'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Quality', 'aspect': 'Multimedia_Devices', 'segment': ""the speaker isn ' t loud"", 'sentiment': 'negative'}]"
love it,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'love it !', 'sentiment': 'positive'}]"
great battery life .,['BATTERY'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'great battery life', 'sentiment': 'positive'}]"
easy to take with and do homework on the go too !,['LAPTOP'],['PORTABILITY'],['2'],"[{'category': 'Portability', 'aspect': 'Laptop', 'segment': 'easy to take with', 'sentiment': 'positive'}, {'category': 'Portability', 'aspect': 'Laptop', 'segment': 'do homework on the go too', 'sentiment': 'positive'}]"
i would recommend it to anyone .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'i would recommend it to anyone', 'sentiment': 'positive'}]"
this is perfect .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'this is perfect', 'sentiment': 'positive'}]"
"battery life , speed , display and software were my additional top reasons why i went for the samsung .","['BATTERY', 'LAPTOP', 'DISPLAY', 'SOFTWARE']","['GENERAL', 'OPERATION_PERFORMANCE', 'GENERAL', 'GENERAL']","['2', '2', '2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'battery life', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'speed', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'display', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Software', 'segment': 'software', 'sentiment': 'positive'}]"
"the display is crisp and bright , setup literally takes under a minute , its fast , cheap , charges fast , lasts forever .","['DISPLAY', 'DISPLAY', 'OS', 'OS', 'POWER_SUPPLY']","['QUALITY', 'QUALITY', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2', '2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'the display is crisp and bright', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'lasts forever', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'its fast', 'sentiment': 'positive'}, {'category': 'Price', 'aspect': 'Laptop', 'segment': 'cheap', 'sentiment': 'positive'}]"
