text,term_true,cat_true,pol_true,analysis,term,cat,pol,seg
i like the idea that the keyboard lights up and has a ` ` time out ` ` feature to shut off .,['KEYBOARD'],['DESIGN_FEATURES'],['2'],"[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'the keyboard lights up', 'sentiment': 'positive', 'review_id': 72}, {'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'has a ` ` time out ` ` feature to shut off', 'sentiment': 'positive', 'review_id': 72}]","['Keyboard', 'Keyboard']","['Design_Features', 'Design_Features']","[2, 2]","['the keyboard lights up', 'has a ` ` time out ` ` feature to shut off']"
it seems put together well .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Design_Features', 'aspect': 'Construction', 'segment': 'it seems put together well', 'sentiment': 'positive', 'review_id': 73}]",['Construction'],['Design_Features'],[2],['it seems put together well']
"what they lack in size , they make up for in raw speed , durability , and energy efficiency .","['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'OPERATION_PERFORMANCE']","['0', '2']","[{'category': 'Design_Features', 'aspect': 'Size', 'segment': 'what they lack in size', 'sentiment': 'negative', 'review_id': 74}, {'category': 'Operation_Performance', 'aspect': 'Speed', 'segment': 'they make up for in raw speed', 'sentiment': 'positive', 'review_id': 74}, {'category': 'Design_Features', 'aspect': 'Durability', 'segment': 'durability', 'sentiment': 'positive', 'review_id': 74}, {'category': 'Design_Features', 'aspect': 'Energy Efficiency', 'segment': 'energy efficiency', 'sentiment': 'positive', 'review_id': 74}]","['Size', 'Speed', 'Durability', 'Energy Efficiency']","['Design_Features', 'Operation_Performance', 'Design_Features', 'Design_Features']","[0, 2, 2, 2]","['what they lack in size', 'they make up for in raw speed', 'durability', 'energy efficiency']"
decent quantity of available ports,"['PORTS', 'PORTS']","['QUALITY', 'QUALITY']","['2', '2']",[],[],[],[],[]
it has a dvd drive : o,['OPTICAL_DRIVES'],['GENERAL'],['1'],[],[],[],[],[]
- it runs hot !,['LAPTOP'],['QUALITY'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Temperature', 'segment': 'it runs hot', 'sentiment': 'negative', 'review_id': 77}]",['Temperature'],['Operation_Performance'],[0],['it runs hot']
"running grid benchmark , it got to a high 92 / 93 degrees c !",['LAPTOP'],['QUALITY'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Grid', 'segment': 'running grid benchmark', 'sentiment': 'positive', 'review_id': 78}, {'category': 'Operation_Performance', 'aspect': 'Grid', 'segment': 'it got to a high 92 / 93 degrees c', 'sentiment': 'negative', 'review_id': 78}]","['Grid', 'Grid']","['Operation_Performance', 'Operation_Performance']","[2, 0]","['running grid benchmark', 'it got to a high 92 / 93 degrees c']"
- new i5 mobile processor .,['CPU'],['GENERAL'],['1'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'new i5 mobile processor', 'sentiment': 'positive', 'review_id': 79}]",['CPU'],['Operation_Performance'],[2],['new i5 mobile processor']
- ddr4 ram that is upgradable .,['MEMORY'],['GENERAL'],['2'],[],[],[],[],[]
- very decent battery life .,['BATTERY'],['OPERATION_PERFORMANCE'],['2'],[],[],[],[],[]
"so far i am pleasantly impressed with this unit , however i have not used it a long time or tested many applications to date .",['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
"i can certainly say this is the best laptop i ' ve ever had ( but then again i ' ve only had 3 , and you would expect these things to improve over time , right ) .",['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
i ' ve been using it for at least 4 hours since last charged in that 23 % used up .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Battery', 'aspect': 'Battery', 'segment': ""i ' ve been using it for at least 4 hours since last charged in that 23 % used up"", 'sentiment': 'negative', 'review_id': 84}]",['Battery'],['Battery'],[0],"[""i ' ve been using it for at least 4 hours since last charged in that 23 % used up""]"
"- as others have mentioned , the keyboard backlight turns off after just a few seconds of not typing , which can be annoying and there doesn ' t seem to be a way to change this .",['KEYBOARD'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'the keyboard backlight turns off after just a few seconds of not typing', 'sentiment': 'negative', 'review_id': 85}, {'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'which can be annoying', 'sentiment': 'negative', 'review_id': 85}, {'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': ""there doesn ' t seem to be a way to change this"", 'sentiment': 'negative', 'review_id': 85}]","['Keyboard', 'Keyboard', 'Keyboard']","['Design_Features', 'Design_Features', 'Design_Features']","[0, 0, 0]","['the keyboard backlight turns off after just a few seconds of not typing', 'which can be annoying', ""there doesn ' t seem to be a way to change this""]"
easily upgradeable ram,['MEMORY'],['USABILITY'],['2'],[],[],[],[],[]
one feature that i love is the ability to disable the touchpad from the keyboard .,"['KEYBOARD', 'KEYBOARD']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Touchpad', 'segment': 'the ability to disable the touchpad from the keyboard', 'sentiment': 'positive', 'review_id': 87}]",['Touchpad'],['Design_Features'],[2],['the ability to disable the touchpad from the keyboard']
"it ' s not fancy , but it ' s good value and fast and trouble - free .","['LAPTOP', 'LAPTOP', 'LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['1', '2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Fancy', 'segment': ""it ' s not fancy"", 'sentiment': 'negative', 'review_id': 88}, {'category': 'Operation_Performance', 'aspect': 'Value', 'segment': ""but it ' s good value"", 'sentiment': 'positive', 'review_id': 88}, {'category': 'Operation_Performance', 'aspect': 'Speed', 'segment': 'fast', 'sentiment': 'positive', 'review_id': 88}, {'category': 'Operation_Performance', 'aspect': 'Trouble-free', 'segment': 'trouble-free', 'sentiment': 'positive', 'review_id': 88}]","['Fancy', 'Value', 'Speed', 'Trouble-free']","['Design_Features', 'Operation_Performance', 'Operation_Performance', 'Operation_Performance']","[0, 2, 2, 2]","[""it ' s not fancy"", ""but it ' s good value"", 'fast', 'trouble-free']"
"after spending some time with it , the feature can really be useful .",['KEYBOARD'],['DESIGN_FEATURES'],['2'],[],[],[],[],[]
easily upgrade to storage and ram .,['MEMORY'],['USABILITY'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Storage', 'segment': 'to storage', 'sentiment': 'positive', 'review_id': 90}, {'category': 'Operation_Performance', 'aspect': 'RAM', 'segment': 'and ram', 'sentiment': 'positive', 'review_id': 90}]","['Storage', 'RAM']","['Operation_Performance', 'Operation_Performance']","[2, 2]","['to storage', 'and ram']"
this does not really matter to me because the mx150 is enough for my needs .,['GRAPHICS'],['DESIGN_FEATURES'],['1'],[],[],[],[],[]
"i love the solid state drive , as reviews or ads say you can boot up and get onto internet in 10 to 15 seconds .",['HARD_DISC'],['GENERAL'],['2'],"[{'category': 'Design_Features', 'aspect': 'SSD', 'segment': 'love the solid state drive', 'sentiment': 'positive', 'review_id': 92}, {'category': 'Operation_Performance', 'aspect': 'Boot Time', 'segment': 'boot up and get onto internet in 10 to 15 seconds', 'sentiment': 'positive', 'review_id': 92}]","['SSD', 'Boot Time']","['Design_Features', 'Operation_Performance']","[2, 2]","['love the solid state drive', 'boot up and get onto internet in 10 to 15 seconds']"
it ' s not a ` ` gaming ` ` laptop even it can do some more casual gaming .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Use', 'aspect': 'laptop', 'segment': ""it's not a `gaming` laptop"", 'sentiment': 'negative', 'review_id': 93}, {'category': 'Operation_Performance', 'aspect': 'laptop', 'segment': 'even it can do some more casual gaming', 'sentiment': 'positive', 'review_id': 93}]","['laptop', 'laptop']","['Use', 'Operation_Performance']","[0, 2]","[""it's not a `gaming` laptop"", 'even it can do some more casual gaming']"
"it ' s super fast , boots up in seconds .",['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': ""it ' s super fast , boots up in seconds . "", 'sentiment': 'positive', 'review_id': 94}]",['CPU'],['Operation_Performance'],[2],"[""it ' s super fast , boots up in seconds . ""]"
i am very impressed with this system .,['OS'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'System', 'segment': 'i am very impressed with this system', 'sentiment': 'positive', 'review_id': 95}]",['System'],['Operation_Performance'],[2],['i am very impressed with this system']
mastercam itself runs pretty good .,['MULTIMEDIA_DEVICES'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'mastercam', 'segment': 'mastercam itself runs pretty good', 'sentiment': 'positive', 'review_id': 96}]",['mastercam'],['Operation_Performance'],[2],['mastercam itself runs pretty good']
as usual amazon was great about returning it .,['SUPPORT'],['QUALITY'],['2'],"[{'category': 'Customer_Service', 'aspect': 'Amazon', 'segment': 'as usual amazon was great about returning it', 'sentiment': 'positive', 'review_id': 97}]",['Amazon'],['Customer_Service'],[2],['as usual amazon was great about returning it']
"screen is decent , not great , it is matte finished .","['DISPLAY', 'DISPLAY']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'screen is decent, not great, ', 'sentiment': 'positive', 'review_id': 98}, {'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'it is matte finished.', 'sentiment': 'positive', 'review_id': 98}]","['Screen', 'Screen']","['Design_Features', 'Design_Features']","[2, 2]","['screen is decent, not great, ', 'it is matte finished.']"
i like the back lit keyboard .,['KEYBOARD'],['DESIGN_FEATURES'],['2'],"[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'back lit keyboard', 'sentiment': 'positive', 'review_id': 99}]",['Keyboard'],['Design_Features'],[2],['back lit keyboard']
it ' s a lot of good for a comparatively cheap price .,"['LAPTOP', 'LAPTOP']","['PRICE', 'PRICE']","['2', '2']","[{'category': 'Value', 'aspect': 'Price', 'segment': ""it ' s a lot of good for a comparatively cheap price"", 'sentiment': 'positive', 'review_id': 100}]",['Price'],['Value'],[2],"[""it ' s a lot of good for a comparatively cheap price""]"
the screen is perfectly adequate .,['DISPLAY'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'the screen is perfectly adequate', 'sentiment': 'positive', 'review_id': 101}]",['Screen'],['Design_Features'],[2],['the screen is perfectly adequate']
this thing boots up super quick and it sleek and beautiful .,"['LAPTOP', 'LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Boot up', 'segment': 'this thing boots up super quick', 'sentiment': 'positive', 'review_id': 102}, {'category': 'Design_Features', 'aspect': 'Design', 'segment': 'it sleek and beautiful', 'sentiment': 'positive', 'review_id': 102}]","['Boot up', 'Design']","['Design_Features', 'Design_Features']","[2, 2]","['this thing boots up super quick', 'it sleek and beautiful']"
google and partners have done great with chromebooks and have plenty of features to accommodate .,['COMPANY'],['GENERAL'],['2'],"[{'category': 'Design_Features', 'aspect': 'Chromebooks', 'segment': 'google and partners have done great with chromebooks', 'sentiment': 'positive', 'review_id': 103}, {'category': 'Design_Features', 'aspect': 'Features', 'segment': 'have plenty of features to accommodate', 'sentiment': 'positive', 'review_id': 103}]","['Chromebooks', 'Features']","['Design_Features', 'Design_Features']","[2, 2]","['google and partners have done great with chromebooks', 'have plenty of features to accommodate']"
"i would highly recommend this to anyone , but especially to someone wanting something that is affordable , easy to use and just a bit more than a tablet .","['LAPTOP', 'LAPTOP']","['PRICE', 'USABILITY']","['2', '2']","[{'category': 'Recommendation', 'aspect': 'Tablet', 'segment': 'i would highly recommend this to anyone, but especially to someone wanting something that is affordable, easy to use and just a bit more than a tablet.', 'sentiment': 'positive', 'review_id': 104}]",['Tablet'],['Recommendation'],[2],"['i would highly recommend this to anyone, but especially to someone wanting something that is affordable, easy to use and just a bit more than a tablet.']"
i ' m getting very used to the multiple finger shortcuts on the touch pad when navigating chrome .,['KEYBOARD'],['USABILITY'],['2'],"[{'category': 'Design_Features', 'aspect': 'Touch Pad', 'segment': 'multiple finger shortcuts on the touch pad', 'sentiment': 'positive', 'review_id': 105}, {'category': 'Operation_Performance', 'aspect': 'Chrome', 'segment': 'navigating chrome', 'sentiment': 'positive', 'review_id': 105}]","['Touch Pad', 'Chrome']","['Design_Features', 'Operation_Performance']","[2, 2]","['multiple finger shortcuts on the touch pad', 'navigating chrome']"
this thing is still fantastic for what it is .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Fantastic', 'segment': 'this thing is still fantastic for what it is', 'sentiment': 'positive', 'review_id': 106}]",['Fantastic'],['Operation_Performance'],[2],['this thing is still fantastic for what it is']
i chose to purchase a samsung chromebook this time just to try out a different company and because it was inexpensive ( i paid $ 189 .,['LAPTOP'],['PRICE'],['2'],"[{'category': 'Design_Features', 'aspect': 'Chromebook', 'segment': 'i chose to purchase a samsung chromebook this time just to try out a different company and because it was inexpensive ( i paid $ 189 . 00 ).', 'sentiment': 'positive', 'review_id': 107}]",['Chromebook'],['Design_Features'],[2],['i chose to purchase a samsung chromebook this time just to try out a different company and because it was inexpensive ( i paid $ 189 . 00 ).']
