text,term_true,cat_true,pol_true,analysis,term,cat,pol,seg
"the decor is rustic , traditional japanese .","['AMBIENCE', 'AMBIENCE']","['GENERAL', 'GENERAL']","['1', '1']","[{'category': 'General', 'aspect': 'Ambience', 'segment': 'the decor is rustic', 'sentiment': 'neutral', 'review_id': 71}, {'category': 'General', 'aspect': 'Ambience', 'segment': 'traditional japanese', 'sentiment': 'neutral', 'review_id': 71}]","['Ambience', 'Ambience']","['General', 'General']","[1, 1]","['the decor is rustic', 'traditional japanese']"
"the crowd is mixed yuppies , young and old .",['RESTAURANT'],['MISCELLANEOUS'],['1'],"[{'category': 'General', 'aspect': 'Crowd', 'segment': 'the crowd is mixed yuppies , young and old', 'sentiment': 'neutral', 'review_id': 72}]",['Crowd'],['General'],[1],"['the crowd is mixed yuppies , young and old']"
the service was courteous and attentive .,"['SERVICE', 'SERVICE']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'General', 'aspect': 'Service', 'segment': 'the service was courteous', 'sentiment': 'positive', 'review_id': 73}, {'category': 'General', 'aspect': 'Service', 'segment': 'the service was attentive', 'sentiment': 'positive', 'review_id': 73}]","['Service', 'Service']","['General', 'General']","[2, 2]","['the service was courteous', 'the service was attentive']"
mediocre food,['FOOD'],['QUALITY'],['1'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'mediocre food', 'sentiment': 'negative', 'review_id': 74}, {'category': 'General', 'aspect': 'Service', 'segment': 'terrible service', 'sentiment': 'negative', 'review_id': 74}]","['Food', 'Service']","['Quality', 'General']","[0, 0]","['mediocre food', 'terrible service']"
the outside patio area has an abbreviated menu .,['FOOD'],['STYLE_OPTIONS'],['1'],"[{'category': 'Style_Options', 'aspect': 'Menu', 'segment': 'the outside patio area has an abbreviated menu', 'sentiment': 'negative', 'review_id': 75}]",['Menu'],['Style_Options'],[0],['the outside patio area has an abbreviated menu']
my g / f and i both agreed the food was very mediocre especially considering the price .,"['FOOD', 'FOOD']","['QUALITY', 'PRICES']","['0', '0']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'food was very mediocre', 'sentiment': 'negative', 'review_id': 76}, {'category': 'Prices', 'aspect': 'Food', 'segment': 'food was very mediocre especially considering the price', 'sentiment': 'negative', 'review_id': 76}]","['Food', 'Food']","['Quality', 'Prices']","[0, 0]","['food was very mediocre', 'food was very mediocre especially considering the price']"
"we are locals , and get the feeling the only way this place survives with such average food is because most customers are probably one - time customer tourists .","['RESTAURANT', 'FOOD']","['GENERAL', 'QUALITY']","['0', '0']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'average food', 'sentiment': 'negative', 'review_id': 77}, {'category': 'General', 'aspect': 'Restaurant', 'segment': 'most customers are probably one - time customer tourists', 'sentiment': 'neutral', 'review_id': 77}]","['Food', 'Restaurant']","['Quality', 'General']","[0, 1]","['average food', 'most customers are probably one - time customer tourists']"
service was decent .,['SERVICE'],['GENERAL'],['1'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'service was decent', 'sentiment': 'positive', 'review_id': 78}]",['Service'],['General'],[2],['service was decent']
drinks were good .,['DRINKS'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Drinks', 'segment': 'drinks were good', 'sentiment': 'positive', 'review_id': 79}]",['Drinks'],['Quality'],[2],['drinks were good']
"excellent food , nice ambience , fairly expensive","['FOOD', 'AMBIENCE', 'RESTAURANT']","['QUALITY', 'GENERAL', 'PRICES']","['2', '2', '0']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'excellent food', 'sentiment': 'positive', 'review_id': 80}, {'category': 'General', 'aspect': 'Ambience', 'segment': 'nice ambience', 'sentiment': 'positive', 'review_id': 80}, {'category': 'Prices', 'aspect': 'Restaurant', 'segment': 'fairly expensive', 'sentiment': 'negative', 'review_id': 80}]","['Food', 'Ambience', 'Restaurant']","['Quality', 'General', 'Prices']","[2, 2, 0]","['excellent food', 'nice ambience', 'fairly expensive']"
– i loved the pumpkin ravioli and the goat cheese gnocchi ( 5 big ones to a plate instead of 20 or so little gnocchis ) and my sister loved her filet mignon on top of spinach and mashed potatoes .,"['FOOD', 'FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'STYLE_OPTIONS', 'QUALITY']","['2', '2', '2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'pumpkin ravioli and the goat cheese gnocchi', 'sentiment': 'positive', 'review_id': 81}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'filet mignon on top of spinach and mashed potatoes', 'sentiment': 'positive', 'review_id': 81}]","['Food', 'Food']","['Quality', 'Quality']","[2, 2]","['pumpkin ravioli and the goat cheese gnocchi', 'filet mignon on top of spinach and mashed potatoes']"
the ambiance was a peaceful and relaxing break amongst all the kids running around in downtown disney .,"['AMBIENCE', 'AMBIENCE']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'General', 'aspect': 'Ambience', 'segment': 'the ambiance was a peaceful and relaxing break', 'sentiment': 'positive', 'review_id': 82}, {'category': 'General', 'aspect': 'Ambience', 'segment': 'relaxing', 'sentiment': 'positive', 'review_id': 82}]","['Ambience', 'Ambience']","['General', 'General']","[2, 2]","['the ambiance was a peaceful and relaxing break', 'relaxing']"
best indian food in l . a .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'best indian food in l . a .', 'sentiment': 'positive', 'review_id': 83}]",['Food'],['Quality'],[2],['best indian food in l . a .']
the chicken curry and chicken tikka masala are my favorite meat dishes .,"['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'chicken curry and chicken tikka masala are my favorite meat dishes', 'sentiment': 'positive', 'review_id': 84}]",['Food'],['Quality'],[2],['chicken curry and chicken tikka masala are my favorite meat dishes']
the chana masala ( garbanzo beans ) are also excellent .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the chana masala ( garbanzo beans ) are also excellent', 'sentiment': 'positive', 'review_id': 85}]",['Food'],['Quality'],[2],['the chana masala ( garbanzo beans ) are also excellent']
"it ' s located in a strip mall near the beverly center , not the greatest location , but the food keeps me coming back for more .","['LOCATION', 'FOOD']","['GENERAL', 'QUALITY']","['1', '2']","[{'category': 'General', 'aspect': 'Location', 'segment': 'located in a strip mall near the beverly center', 'sentiment': 'neutral', 'review_id': 86}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'the food keeps me coming back for more', 'sentiment': 'positive', 'review_id': 86}]","['Location', 'Food']","['General', 'Quality']","[1, 2]","['located in a strip mall near the beverly center', 'the food keeps me coming back for more']"
never too crowded and always great service .,"['SERVICE', 'RESTAURANT']","['GENERAL', 'MISCELLANEOUS']","['2', '2']","[{'category': 'General', 'aspect': 'Service', 'segment': 'always great service', 'sentiment': 'positive', 'review_id': 87}, {'category': 'General', 'aspect': 'Restaurant', 'segment': 'never too crowded', 'sentiment': 'positive', 'review_id': 87}]","['Service', 'Restaurant']","['General', 'General']","[2, 2]","['always great service', 'never too crowded']"
i think i have probably tried each item on their menu at least once it is all excellent .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'i think i have probably tried each item on their menu at least once it is all excellent', 'sentiment': 'positive', 'review_id': 88}]",['Food'],['Quality'],[2],['i think i have probably tried each item on their menu at least once it is all excellent']
i can highly recommend their various saag and paneer and korma .,"['FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'i can highly recommend their various saag and paneer and korma', 'sentiment': 'positive', 'review_id': 89}]",['Food'],['Quality'],[2],['i can highly recommend their various saag and paneer and korma']
i appreciate their delivery too .,['SERVICE'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'i appreciate their delivery too', 'sentiment': 'positive', 'review_id': 90}]",['Service'],['General'],[2],['i appreciate their delivery too']
nice food but no spice !,"['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '0']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'nice food', 'sentiment': 'positive', 'review_id': 91}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'no spice', 'sentiment': 'negative', 'review_id': 91}]","['Food', 'Food']","['Quality', 'Quality']","[2, 0]","['nice food', 'no spice']"
– i really enjoyed my meal here .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'i really enjoyed my meal', 'sentiment': 'positive', 'review_id': 92}]",['Food'],['Quality'],[2],['i really enjoyed my meal']
"i had yummy lamb korma , saag paneer , samosas , naan , etc .","['FOOD', 'FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'i had yummy lamb korma , saag paneer , samosas , naan , etc', 'sentiment': 'positive', 'review_id': 93}]",['Food'],['Quality'],[2],"['i had yummy lamb korma , saag paneer , samosas , naan , etc']"
the food was all good but it was way too mild .,"['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '0']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the food was all good', 'sentiment': 'positive', 'review_id': 94}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'it was way too mild', 'sentiment': 'negative', 'review_id': 94}]","['Food', 'Food']","['Quality', 'Quality']","[2, 0]","['the food was all good', 'it was way too mild']"
"the naan was some of the best i ' ve had and i really enjoyed the bhartha , not too tomatoey .","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': ""the naan was some of the best i ' ve had"", 'sentiment': 'positive', 'review_id': 95}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'i really enjoyed the bhartha , not too tomatoey', 'sentiment': 'positive', 'review_id': 95}]","['Food', 'Food']","['Quality', 'Quality']","[2, 2]","[""the naan was some of the best i ' ve had"", 'i really enjoyed the bhartha , not too tomatoey']"
"even the chickpeas , which i normally find too dry , were good .",['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'even the chickpeas , which i normally find too dry , were good', 'sentiment': 'positive', 'review_id': 96}]",['Food'],['Quality'],[2],"['even the chickpeas , which i normally find too dry , were good']"
"– i do n ' t understand how i was a stranger to this place for so long . . . the fajita salad , the colorado , the fajitas - everything is delicious .","['FOOD', 'FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the fajita salad , the colorado , the fajitas - everything is delicious', 'sentiment': 'positive', 'review_id': 97}]",['Food'],['Quality'],[2],"['the fajita salad , the colorado , the fajitas - everything is delicious']"
i love the warm & cosy environment .,"['AMBIENCE', 'AMBIENCE']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'General', 'aspect': 'Ambience', 'segment': 'warm & cosy environment', 'sentiment': 'positive', 'review_id': 98}]",['Ambience'],['General'],[2],['warm & cosy environment']
i just found out that you can have the place to yourself on nights and weekends for a private party - ca n ' t wait to celebrate my next birthday there .,['RESTAURANT'],['MISCELLANEOUS'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'you can have the place to yourself on nights and weekends for a private party', 'sentiment': 'positive', 'review_id': 99}, {'category': 'General', 'aspect': 'Restaurant', 'segment': 'cant wait to celebrate my next birthday there', 'sentiment': 'positive', 'review_id': 99}]","['Restaurant', 'Restaurant']","['General', 'General']","[2, 2]","['you can have the place to yourself on nights and weekends for a private party', 'cant wait to celebrate my next birthday there']"
"best restaurant in the world , great decor , great customer service , friendly manager","['RESTAURANT', 'AMBIENCE', 'SERVICE', 'SERVICE']","['GENERAL', 'GENERAL', 'GENERAL', 'GENERAL']","['2', '2', '2', '2']","[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'best restaurant in the world', 'sentiment': 'positive', 'review_id': 100}, {'category': 'General', 'aspect': 'Restaurant', 'segment': 'great decor', 'sentiment': 'positive', 'review_id': 100}, {'category': 'General', 'aspect': 'Service', 'segment': 'great customer service', 'sentiment': 'positive', 'review_id': 100}, {'category': 'General', 'aspect': 'Service', 'segment': 'friendly manager', 'sentiment': 'positive', 'review_id': 100}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'food is to die for', 'sentiment': 'positive', 'review_id': 100}]","['Restaurant', 'Restaurant', 'Service', 'Service', 'Food']","['General', 'General', 'General', 'General', 'Quality']","[2, 2, 2, 2, 2]","['best restaurant in the world', 'great decor', 'great customer service', 'friendly manager', 'food is to die for']"
i am never disappointed with there food .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'i am never disappointed with there food', 'sentiment': 'positive', 'review_id': 101}]",['Food'],['Quality'],[2],['i am never disappointed with there food']
